example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP
1883,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,к,k 'to',к нашему языку
1710,2016-Ersi-1,darvag.ерси.ич42,m,1965,Azerbaijani,Turkic,incomplete higher education,,,,,other,,vowel,,в,v 'in(to)',в основном
1861,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,на,na 'on(to)',на азербайджанском языке
1785,2016-Darwag-1,darvag.дарваг.нд25,m,1973,Azerbaijani,Turkic,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в восемнадцатом веке
1887,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,к,k 'to',к нам
1885,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,на,na 'on(to)',на кумыкском языке
1889,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у нас
1890,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,для,dlja 'for',для этого нашего села
1891,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,для,dlja 'for',для нас
1892,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,для,dlja 'for',для табасаранцев
1893,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,для,dlja 'for',для сел
1951,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Палисма
1888,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,на,na 'on(to)',на кумыкском языке
1952,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,13:48,,,,other,,consonant,,у,u 'at',у нас
1897,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,spatial,,consonant,,вне,vne 'outside of',вне нашего района
1953,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у нас
1899,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в шестьдесят... шестом году
1954,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у нас
126,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Воронежа
127,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Каунаса
128,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Ростовского
1955,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у нас
129,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Украины
149,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в домах
1895,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,на,na 'on(to)',на русском языке
137,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,поехал,,spatial/temporal,,consonant,,на,na 'on(to)',на заработки
138,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,temporal,,vowel,,после,posle 'after',после отпуска
140,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,не вернулся,,spatial/temporal,,consonant,,на,na 'on(to)',на работу
142,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,от,ot 'from',от Москвы
148,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,spatial,institution,consonant,,на,na 'on(to)',на нефтекачке
1808,2018-Tlibisho-7,karata.тлибишо.нд32,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,temporal,,consonant,,в,v 'in(to)',"В военное, послевоенное время"
147,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,от,ot 'from',от той речки
1819,2018-Tlibisho-7,karata.тлибишо.нд32,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,да,,,temporal,,consonant,,в,v 'in(to)',в следующий день
1956,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у нас
131,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,пошёл,,other,,consonant,да,в,v 'in(to)',в первый класс
116,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,не верю,,other,,consonant,,в,v 'in(to)',в такие обманные вещи
130,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в шестьдесят... седьмом
1771,2016-Darwag-1,darvag.дарваг.нд25,m,1973,Azerbaijani,Turkic,higher education,,,нападать,,other,toponym,consonant,да,на,na 'on(to)',на Ширван
106,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,all prepositions,other,,consonant,да,к,k 'to',к религии отношение
132,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,жил,,temporal,temp_point,consonant,да,в,v 'in(to)',в прошлом году
115,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,грех,all prepositions,other,,consonant,да,на,na 'on(to)',на душу
109,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,ходили,all prepositions,spatial,,consonant,да,на,na 'on(to)',на кладбище
1957,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у нас
113,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,ходят,all prepositions,spatial,,consonant,да,на,na 'on(to)',на кладбище
146,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в шестьдесят первом году
143,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,all prepositions,other,,consonant,да,к,k 'to',к нам
150,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в семьдесят пятом году
102,2009-Itsari-2,itsari.add.syn-2,m,1958,Itsari Dargwa,Dargwa,secondary education,,,разговаривали,all prepositions,other,,consonant,да,на,na 'on(to)',на кубачинском
2143,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,в расшифровке предлог есть,,,,temporal,,vowel,да,в,v 'in(to)',в один день
1958,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,ездили,,spatial,toponym,consonant,да,в,v 'in(to)',Салта
1855,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в основном
2125,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,к,k 'to',к трем часам
2130,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,с,s ‘with/from/off’,с пяти
2131,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,до,"do 'up to, until'",до трех
2133,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,к,k 'to',к четырём часам
2126,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,в расшифровке есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в пять часов
2134,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,да,с,s ‘with/from/off’,Советского района
2128,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',три часа
2132,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',Три часа
1959,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,покупали,,spatial,toponym,consonant,,в,v 'in(to)',в Салта
2105,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,,consonant,,в,v 'in(to)',в селение
2114,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,в расшифровке есть,,,,spatial,,vowel,да,в,v 'in(to)',этих книгах
1960,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,toponym,consonant,,от,ot 'from',от Гуниба
1961,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,ездили,,other,,consonant,,за,za 'behind; for',за керосином
1962,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,ездили,,spatial,toponym,consonant,,в,v 'in(to)',в Буйнакск
2101,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,29:58:00,,приезжали,,other,,consonant,,за,za 'behind; for',за сеном
2102,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у них
1523,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,с,s ‘with/from/off’,с шестьдесят восьмого
1963,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,ездили,,other,,consonant,,за,za 'behind; for',за керосином
1964,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,ездили,,spatial,toponym,consonant,,в,v 'in(to)',в Буйнакск
1965,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,yes,,,temporal,temp_point,consonant,,в,v 'in(to)',В наших годах
1966,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,temporal,,consonant,,в,v 'in(to)',В неделю каждый раз
1967,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у меня
1968,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Кумухе
1969,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,consonant,,на,na 'on(to)',На базар
1361,2010-Archib-2,archib.арчиб.syn-107,m,1940,Archi,Lezgic,higher education,,,играли,,other,,consonant,да,в,v 'in(to)',"футбол, волейбол"
1970,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,consonant,,в,v 'in(to)',В нашем селении
1971,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,по,po 'along/about/up to',по преданию предков
1972,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,consonant,,в,v 'in(to)',В нашем селении
1973,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в другом селение
1974,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,делали,,other,,consonant,,по,po 'along/about/up to',по сельскому хозяйству
1975,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у них
1976,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,consonant,,за,za 'behind; for',за пределы
1856,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в основном
1977,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в нашем селе
1978,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,vowel,,для,dlja 'for',для этого
1979,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в других селах
1858,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,в,v 'in(to)',в состав Азербайджана
1980,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у них
1863,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в основном
1867,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в азербайджанском языке
1981,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,уходили,,spatial/temporal,,consonant,,на,na 'on(to)',на заработки
1982,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в других местах
1983,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,уехали,,temporal,,consonant,,на,na 'on(to)',на два-три месяц
1868,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в одном примере (в одном примере объясню)
1984,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,temporal,,consonant,,на,na 'on(to)',на два-три месяца
1871,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,разница,,other,,vowel,,в,v 'in(to)',в этом
1985,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,по,po 'along/about/up to',по сравнению
1986,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в этом месте
1875,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,в,v 'in(to)',в настоящий азербайджанский язык
1987,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у них
1988,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Лакском районе
1989,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,женился,,other,,consonant,,на,na 'on(to)',На два-три лачки
1879,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в основном
1990,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у меня
1991,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у меня
1992,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у нас
1993,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в семьдесят третьем году
1994,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,учился,,spatial,,vowel,,в,v 'in(to)',в этом
1995,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,consonant,,для,dlja 'for',Для ликвидации неграмотности
1996,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,other,,vowel,,на,na 'on(to)',на этом
1881,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в основном
1997,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Палисма
1998,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,да,учились,,spatial/temporal,institution,consonant,,в,v 'in(to)',в ликпункты
1882,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в основном
1999,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,учился,,spatial/temporal,institution,consonant,,в,v 'in(to)',в школе
2058,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,spatial,,consonant,да,в,v 'in(to)',в селение
2000,2013-Shangoda-1,shangoda.шангода.syn-32,m,1936,Avar,Avar-Andi,higher education,,,отдал,,spatial/temporal,institution,consonant,,на,na 'on(to)',на духовное училище
2001,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,25:00:00,,,,spatial,,consonant,,под,pod 'below',под землей
2002,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,между,meždu 'between/among',между собой
2003,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,к,k 'to',ни к чему
2004,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,между,meždu 'between/among',между ними
2005,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,из,"iz 'from, of'",из мусэешех
2006,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,умирает,,other,,vowel,,от,ot 'from',От их рук
2007,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,между,meždu 'between/among',между нами
2008,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с кем
2009,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,из,"iz 'from, of'",из них
2010,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с тобой
2011,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,по,po 'along/about/up to',по религии нашей
2012,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на тебе
2013,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,право,,other,,vowel,,на,na 'on(to)',на это
2014,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,отношения,,other,toponym,consonant,,с,s ‘with/from/off’,с Шиназ
2015,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,отношения,,other,,consonant,,с,s ‘with/from/off’,с ним
1884,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,да,объясню,,other,,vowel,,в,v 'in(to)',в одном примере
2016,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Шиназе
2017,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',у них
2018,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',У них
2019,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',у нас
1886,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,vowel,,в,v 'in(to)',в основном
1896,2016-Ersi-2,darvag.ерси.мд01,m,1949,Azerbaijani,Turkic,higher education,,,,,other,,consonant,,в,v 'in(to)',в некоторых словах
2069,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,в расшифровке опущен,,,,spatial,,consonant,,в,v 'in(to)',этих больших кувшинах
2020,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,vowel,,для,dlja 'for',для этого
2021,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,превращать,,other,,consonant,,в,v 'in(to)',в пепел
2022,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,превращать,,other,,consonant,,в,v 'in(to)',в древесный уголь
2023,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,в,v 'in(to)',в двух словах
2024,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,на,na 'on(to)',на самом деле
2025,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,защищали,,other,,consonant,,от,ot 'from',от любых
2026,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',у меня
2027,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Шиназ
2028,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',У Байрамовых
2029,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Шиназа
2030,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Шиназа
2031,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,связь,,other,,consonant,,с,s ‘with/from/off’,с ними
2032,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,temporal,,consonant,,после,posle 'after',После войны
2033,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,за,za 'behind; for',за них
2034,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с мужем
2035,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',у них
2036,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,temporal,,consonant,,с,s ‘with/from/off’,с детства
2037,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,vowel,,за,za 'behind; for',за эту бра= брата этой девушки
2038,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,взял,,other,,consonant,,за,za 'behind; for',за своего сына
2039,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',у нас
2040,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,для,dlja 'for',для них
2041,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,для,dlja 'for',для нас
2042,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',у них
2043,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,spatial,,consonant,,напротив,naprotiv 'opposite',напротив вас
2044,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,spatial,,consonant,,через,čerez 'via/through',через дом Сабира
2045,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',у них
2046,2016-Kina-4,kina.кина.нд31,m,1950,Rutul,Lezgic,higher education,,,,,other,,consonant,,у,u 'at',У нас
2051,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,30:10:00,,,,other,,consonant,,у,u 'at',у нас
2052,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,other,,vowel,,на,na 'on(to)',на ихнее
2053,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,other,,consonant,,у,u 'at',у нас
2054,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,other,,vowel,,на,na 'on(to)',на ишаке
2055,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,other,,vowel,,на,na 'on(to)',на ишаке
2056,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,other,,vowel,,на,na 'on(to)',на ишаке
2057,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,other,,consonant,,к,k 'to',к нам
2073,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',В тёплом месте
2059,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,other,,consonant,,к,k 'to',ко мне
2103,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,в расшифровке есть,,,,spatial,toponym,consonant,,из,"iz 'from, of'",Карата
2061,2018-Tukita-2,karata.тукита.нд12,f,1972,Tokita,Avar-Andi,secondary education,,,,,other,,consonant,,с,s ‘with/from/off’,с твоим ишаком
